Website,Order ID,Order Date,Purchase Order Number,Currency,Unit Price,Unit Price Tax,Shipping Charge,Total Discounts,Total Owed,Shipment Item Subtotal,Shipment Item Subtotal Tax,ASIN,Product Condition,Quantity,Payment Instrument Type,Order Status,Shipment Status,Ship Date,Shipping Option,Shipping Address,Billing Address,Carrier Name & Tracking Number,Product Name,Gift Message,Gift Sender Name,Gift Recipient Contact Details,Item Serial Number,Salesperson ID
Amazon.com,ORD304206,2024-09-11,PO42035,EUR,54.0,3.65,45.14,14.45,216.0,270.0,18.25,B0666854,New,5,Credit Card,Delivered,Pending,2025-03-21,Standard,"838 Main St, City 50, USA","759 Elm St, City 35, USA",FedEx - TRK431538,Product-83,Enjoy your gift!,,,SN392243,SP-7032
Best Buy,ORD325855,2025-01-10,PO51206,GBP,86.78,13.52,11.44,15.89,590.87,607.46,94.64,B0776716,Refurbished,7,Gift Card,Shipped,Delivered,2025-03-22,Same-Day,"414 Main St, City 22, USA","158 Elm St, City 46, USA",UPS - TRK481774,Product-334,Happy Birthday!,Bob,John Doe,SN799554,SP-7728
eBay,ORD908949,2024-06-28,PO20699,INR,201.39,37.47,43.76,3.47,706.17,604.17,112.41,B0739995,Used - Like New,3,Gift Card,Delivered,In Transit,2025-03-21,Two-Day,"127 Main St, City 86, USA","459 Elm St, City 57, USA",FedEx - TRK960938,Product-101,Happy Birthday!,Charlie,John Doe,SN435264,SP-9364
Best Buy,ORD284137,2025-03-07,PO51452,INR,119.97,21.68,6.62,18.71,1229.4,1199.7,216.8,B0298653,Used - Acceptable,10,Debit Card,Pending,Returned,2025-03-01,Expedited,"478 Main St, City 27, USA","267 Elm St, City 83, USA",Amazon Logistics - TRK801050,Product-353,,Alice,John Doe,SN940127,SP-9510
Walmart,ORD238329,2024-06-19,PO37622,EUR,467.05,23.41,18.6,65.92,424.54,467.05,23.41,B0349016,Refurbished,1,PayPal,Shipped,Pending,2025-02-23,Expedited,"851 Main St, City 40, USA","389 Elm St, City 36, USA",FedEx - TRK791200,Product-219,,,,SN548083,SP-7825
Best Buy,ORD159207,2025-02-07,PO50363,AUD,261.73,41.14,40.65,63.21,1917.28,2093.84,329.12,B0628049,Used - Like New,8,Debit Card,Shipped,Delivered,2025-02-28,Same-Day,"108 Main St, City 70, USA","486 Elm St, City 66, USA",DHL - TRK587814,Product-262,Enjoy your gift!,,,SN434391,SP-1345
eBay,ORD609933,2024-05-11,PO98241,GBP,318.57,38.72,34.32,66.04,291.25,318.57,38.72,B0519125,Refurbished,1,Gift Card,Pending,Delivered,2025-03-13,Two-Day,"813 Main St, City 73, USA","834 Elm St, City 48, USA",Amazon Logistics - TRK515388,Product-18,Enjoy your gift!,Bob,Emma Smith,SN509729,SP-3275
eBay,ORD903478,2024-03-27,PO10985,GBP,495.19,56.5,5.34,89.83,923.72,990.38,113.0,B0479791,New,2,Gift Card,Pending,Returned,2025-03-06,Standard,"304 Main St, City 34, USA","737 Elm St, City 27, USA",FedEx - TRK381234,Product-467,Enjoy your gift!,Charlie,,SN712315,SP-9560
Target,ORD669133,2024-09-13,PO94807,EUR,225.43,41.19,42.32,37.35,1375.62,1352.58,247.14,B0167449,New,6,Debit Card,Cancelled,Pending,2025-03-20,Two-Day,"407 Main St, City 66, USA","879 Elm St, City 6, USA",USPS - TRK166459,Product-177,Happy Birthday!,Bob,,SN344851,SP-4663
Walmart,ORD959595,2024-04-29,PO84738,INR,11.9,1.81,14.04,3.46,41.0,47.6,7.24,B0693157,Used - Like New,4,Credit Card,Pending,Returned,2025-03-19,Two-Day,"663 Main St, City 58, USA","380 Elm St, City 75, USA",UPS - TRK293421,Product-174,,Charlie,,SN783564,SP-2026
Amazon.com,ORD570285,2024-09-18,PO15940,USD,31.29,4.08,13.04,5.65,208.04,219.03,28.56,B0544362,Refurbished,7,Credit Card,Pending,Returned,2025-02-25,Standard,"141 Main St, City 81, USA","773 Elm St, City 61, USA",UPS - TRK754353,Product-244,Happy Birthday!,Charlie,,SN271257,SP-2333
Target,ORD424183,2025-03-13,PO48393,GBP,26.31,1.89,13.89,3.04,251.6,263.1,18.9,B0925595,Used - Acceptable,10,Credit Card,Pending,In Transit,2025-03-07,Same-Day,"144 Main St, City 47, USA","515 Elm St, City 79, USA",UPS - TRK575848,Product-29,Happy Birthday!,,,SN981752,SP-3109
eBay,ORD526183,2024-07-03,PO99328,USD,191.98,9.76,22.32,44.28,629.84,767.92,39.04,B0676436,Refurbished,4,PayPal,Cancelled,Pending,2025-02-26,Expedited,"239 Main St, City 43, USA","948 Elm St, City 75, USA",FedEx - TRK445598,Product-402,Enjoy your gift!,Alice,Emma Smith,SN158074,SP-5683
Walmart,ORD284517,2024-05-13,PO46610,USD,430.25,33.11,35.58,44.78,4185.8,4302.5,331.1,B0406973,New,10,Gift Card,Cancelled,In Transit,2025-03-19,Two-Day,"583 Main St, City 29, USA","678 Elm St, City 37, USA",UPS - TRK229980,Product-18,Enjoy your gift!,Alice,,SN111382,SP-4784
Best Buy,ORD397787,2025-02-12,PO98358,USD,446.49,28.86,47.77,67.78,3668.13,4018.41,259.74,B0474651,Refurbished,9,Debit Card,Cancelled,Returned,2025-03-20,Expedited,"198 Main St, City 64, USA","986 Elm St, City 33, USA",FedEx - TRK403482,Product-92,,Bob,,SN548109,SP-8255
Target,ORD143134,2024-08-31,PO15539,USD,153.26,24.16,37.67,28.52,1042.3,1072.82,169.12,B0293705,Refurbished,7,Credit Card,Cancelled,In Transit,2025-03-02,Two-Day,"528 Main St, City 13, USA","218 Elm St, City 70, USA",USPS - TRK520566,Product-86,Enjoy your gift!,Bob,,SN936535,SP-1674
Walmart,ORD804570,2025-01-17,PO99405,USD,463.94,82.58,19.99,19.62,5269.0,4639.4,825.8,B0462263,Used - Acceptable,10,Gift Card,Shipped,In Transit,2025-02-23,Expedited,"915 Main St, City 100, USA","218 Elm St, City 44, USA",FedEx - TRK836936,Product-405,Happy Birthday!,Charlie,Emma Smith,SN694885,SP-5501
Walmart,ORD756636,2024-04-08,PO56468,INR,18.81,1.7,25.61,1.34,57.51,56.43,5.1,B0428361,New,3,Gift Card,Shipped,In Transit,2025-02-21,Standard,"863 Main St, City 74, USA","820 Elm St, City 18, USA",UPS - TRK291343,Product-421,Happy Birthday!,Bob,Emma Smith,SN299738,SP-9368
eBay,ORD414156,2025-03-07,PO50429,GBP,410.99,76.36,23.52,39.69,1790.64,1643.96,305.44,B0769193,Used - Acceptable,4,Debit Card,Pending,Returned,2025-03-05,Two-Day,"403 Main St, City 55, USA","994 Elm St, City 90, USA",USPS - TRK821884,Product-363,Happy Birthday!,,,SN627664,SP-4992
eBay,ORD337296,2024-12-22,PO32176,INR,492.53,38.58,11.74,95.47,4356.4,4925.3,385.8,B0217274,Used - Like New,10,Credit Card,Delivered,Returned,2025-03-09,Standard,"165 Main St, City 71, USA","876 Elm St, City 57, USA",UPS - TRK343481,Product-488,,,Emma Smith,SN921325,SP-2865
Target,ORD960428,2024-12-23,PO45112,USD,220.55,25.32,35.15,36.15,838.88,882.2,101.28,B0286731,Refurbished,4,Credit Card,Cancelled,Pending,2025-03-02,Expedited,"391 Main St, City 54, USA","267 Elm St, City 12, USA",FedEx - TRK828954,Product-110,,Charlie,,SN162813,SP-3443
eBay,ORD689947,2024-12-30,PO91550,USD,34.5,2.65,27.51,6.2,247.6,276.0,21.2,B0886389,Used - Acceptable,8,Credit Card,Pending,Pending,2025-03-08,Same-Day,"624 Main St, City 80, USA","454 Elm St, City 82, USA",USPS - TRK526260,Product-285,,Charlie,Emma Smith,SN690351,SP-8169
eBay,ORD264221,2025-02-14,PO70061,USD,371.66,19.47,43.58,103.65,2012.36,2601.62,136.29,B0630767,New,7,Credit Card,Shipped,Pending,2025-03-16,Standard,"952 Main St, City 80, USA","171 Elm St, City 39, USA",USPS - TRK468456,Product-361,,Bob,John Doe,SN424070,SP-1545
Target,ORD516299,2024-06-03,PO92870,AUD,325.38,43.19,41.53,34.53,3006.36,2928.42,388.71,B0584969,Used - Like New,9,Gift Card,Pending,In Transit,2025-02-22,Same-Day,"908 Main St, City 74, USA","645 Elm St, City 5, USA",USPS - TRK953943,Product-13,Happy Birthday!,Charlie,John Doe,SN746343,SP-6741
Amazon.com,ORD580089,2024-03-27,PO89353,EUR,402.43,32.51,27.97,65.17,1848.85,2012.15,162.55,B0540926,Used - Like New,5,Gift Card,Cancelled,Delivered,2025-03-15,Same-Day,"153 Main St, City 73, USA","820 Elm St, City 78, USA",DHL - TRK902203,Product-386,,Bob,Emma Smith,SN998009,SP-7909
Walmart,ORD651358,2024-10-09,PO10303,USD,280.34,29.98,41.1,14.31,1480.05,1401.7,149.9,B0148400,Used - Acceptable,5,PayPal,Delivered,Delivered,2025-03-05,Two-Day,"377 Main St, City 3, USA","610 Elm St, City 59, USA",Amazon Logistics - TRK542309,Product-188,Enjoy your gift!,Charlie,,SN360462,SP-1193
Walmart,ORD656236,2025-01-09,PO40111,EUR,485.28,54.15,37.2,4.63,534.8,485.28,54.15,B0859549,Used - Acceptable,1,Credit Card,Cancelled,Delivered,2025-03-19,Same-Day,"626 Main St, City 82, USA","870 Elm St, City 71, USA",Amazon Logistics - TRK855754,Product-494,Happy Birthday!,Alice,John Doe,SN160280,SP-1836
Best Buy,ORD427529,2024-10-22,PO46307,INR,198.37,38.1,8.99,51.88,369.18,396.74,76.2,B0122623,Used - Acceptable,2,Credit Card,Delivered,Delivered,2025-03-10,Standard,"963 Main St, City 17, USA","349 Elm St, City 32, USA",FedEx - TRK404377,Product-299,Happy Birthday!,Charlie,,SN542595,SP-2354
Target,ORD415662,2024-12-27,PO68311,EUR,138.73,24.17,14.81,37.48,877.94,971.11,169.19,B0911257,Used - Like New,7,Debit Card,Pending,In Transit,2025-03-03,Two-Day,"790 Main St, City 33, USA","652 Elm St, City 96, USA",Amazon Logistics - TRK859130,Product-128,Happy Birthday!,Bob,John Doe,SN809420,SP-6273
eBay,ORD553440,2024-08-14,PO17469,EUR,120.46,10.21,16.54,17.65,113.02,120.46,10.21,B0121880,Refurbished,1,PayPal,Shipped,Delivered,2025-02-28,Standard,"420 Main St, City 80, USA","658 Elm St, City 89, USA",Amazon Logistics - TRK292808,Product-107,,Bob,Emma Smith,SN369398,SP-5487
Target,ORD107109,2024-09-23,PO42371,USD,230.4,18.65,22.84,67.5,544.65,691.2,55.95,B0100667,Used - Acceptable,3,Gift Card,Delivered,Returned,2025-03-20,Two-Day,"693 Main St, City 44, USA","620 Elm St, City 45, USA",DHL - TRK833033,Product-111,,Bob,John Doe,SN220032,SP-8699
eBay,ORD391524,2024-07-11,PO21796,AUD,265.2,20.15,14.13,14.65,2707.0,2652.0,201.5,B0103642,New,10,Credit Card,Delivered,In Transit,2025-03-05,Expedited,"128 Main St, City 44, USA","148 Elm St, City 65, USA",DHL - TRK297448,Product-176,Happy Birthday!,,Emma Smith,SN304006,SP-9204
Walmart,ORD974311,2025-02-15,PO74406,EUR,281.29,46.26,39.68,84.25,2433.0,2812.9,462.6,B0587236,New,10,Gift Card,Shipped,In Transit,2025-02-24,Two-Day,"361 Main St, City 84, USA","706 Elm St, City 91, USA",DHL - TRK184193,Product-472,Happy Birthday!,Bob,,SN572736,SP-6962
Best Buy,ORD908544,2025-01-11,PO38215,INR,343.52,60.72,6.62,5.8,398.44,343.52,60.72,B0425641,Refurbished,1,PayPal,Delivered,Pending,2025-02-26,Same-Day,"363 Main St, City 33, USA","405 Elm St, City 51, USA",USPS - TRK785762,Product-215,Enjoy your gift!,,Emma Smith,SN113829,SP-8269
Target,ORD508470,2024-10-10,PO62626,EUR,25.13,3.39,25.1,7.21,63.93,75.39,10.17,B0171412,New,3,Debit Card,Delivered,Pending,2025-02-22,Same-Day,"169 Main St, City 22, USA","939 Elm St, City 43, USA",DHL - TRK372002,Product-126,Enjoy your gift!,Alice,Emma Smith,SN889900,SP-8745
eBay,ORD568885,2024-09-20,PO40412,INR,42.95,3.67,39.0,1.18,45.44,42.95,3.67,B0667047,New,1,Gift Card,Pending,Returned,2025-03-02,Standard,"613 Main St, City 21, USA","911 Elm St, City 14, USA",DHL - TRK519378,Product-410,,Charlie,,SN664790,SP-1545
Walmart,ORD476309,2024-08-27,PO85757,USD,55.45,2.89,34.75,4.71,482.67,499.05,26.01,B0413905,Refurbished,9,Debit Card,Cancelled,Returned,2025-03-01,Same-Day,"498 Main St, City 16, USA","470 Elm St, City 89, USA",FedEx - TRK344330,Product-496,,Bob,,SN325037,SP-4297
Walmart,ORD927139,2024-05-31,PO29192,EUR,166.19,28.61,24.02,9.29,1113.06,997.14,171.66,B0362985,Refurbished,6,Debit Card,Cancelled,In Transit,2025-03-15,Two-Day,"656 Main St, City 90, USA","682 Elm St, City 35, USA",DHL - TRK253971,Product-449,Enjoy your gift!,,,SN793169,SP-2344
eBay,ORD707649,2024-09-21,PO39098,INR,499.96,79.54,30.54,82.1,3481.8,3499.72,556.78,B0980184,Used - Like New,7,Gift Card,Cancelled,In Transit,2025-03-03,Expedited,"564 Main St, City 28, USA","900 Elm St, City 21, USA",USPS - TRK136901,Product-5,Enjoy your gift!,Alice,Emma Smith,SN434944,SP-7085
Amazon.com,ORD515692,2024-12-27,PO73983,INR,257.42,22.11,39.86,15.92,263.61,257.42,22.11,B0750141,Used - Acceptable,1,Credit Card,Shipped,Delivered,2025-03-19,Two-Day,"574 Main St, City 49, USA","277 Elm St, City 91, USA",FedEx - TRK107325,Product-268,,Charlie,John Doe,SN905325,SP-9109
eBay,ORD539558,2024-07-11,PO25933,EUR,244.82,47.69,24.7,24.73,2142.24,1958.56,381.52,B0892472,Used - Acceptable,8,Gift Card,Delivered,Returned,2025-03-16,Two-Day,"841 Main St, City 92, USA","615 Elm St, City 34, USA",UPS - TRK474881,Product-144,Enjoy your gift!,,,SN693752,SP-3436
Best Buy,ORD652069,2025-01-17,PO68453,USD,8.83,0.69,48.95,1.74,77.8,88.3,6.9,B0368702,New,10,Credit Card,Cancelled,Pending,2025-03-06,Expedited,"250 Main St, City 24, USA","197 Elm St, City 22, USA",FedEx - TRK716581,Product-316,Enjoy your gift!,Bob,John Doe,SN191311,SP-9502
Target,ORD524205,2024-08-21,PO87638,INR,284.16,51.34,14.84,35.46,3000.4,2841.6,513.4,B0725436,Refurbished,10,Debit Card,Cancelled,Returned,2025-03-01,Two-Day,"232 Main St, City 60, USA","845 Elm St, City 3, USA",DHL - TRK558794,Product-428,Enjoy your gift!,,John Doe,SN855477,SP-6123
Target,ORD897203,2025-03-10,PO14519,INR,331.61,58.19,44.22,72.51,2538.32,2652.88,465.52,B0738183,Used - Like New,8,PayPal,Delivered,Returned,2025-03-20,Same-Day,"637 Main St, City 88, USA","133 Elm St, City 46, USA",Amazon Logistics - TRK571466,Product-224,Enjoy your gift!,Alice,John Doe,SN288832,SP-6681
Amazon.com,ORD919424,2024-08-23,PO34858,GBP,295.53,45.24,43.58,39.66,1505.55,1477.65,226.2,B0825261,Refurbished,5,Credit Card,Pending,In Transit,2025-03-15,Two-Day,"822 Main St, City 79, USA","221 Elm St, City 82, USA",Amazon Logistics - TRK337772,Product-379,,Charlie,Emma Smith,SN649604,SP-2767
eBay,ORD823197,2024-06-01,PO30318,USD,178.99,23.08,29.1,51.31,1206.08,1431.92,184.64,B0812389,Refurbished,8,Gift Card,Pending,Pending,2025-03-03,Expedited,"947 Main St, City 41, USA","789 Elm St, City 23, USA",FedEx - TRK313924,Product-168,Happy Birthday!,Alice,John Doe,SN167444,SP-7622
Amazon.com,ORD809326,2024-05-27,PO55416,GBP,370.71,49.56,48.41,60.44,1799.15,1853.55,247.8,B0641696,Refurbished,5,Gift Card,Shipped,In Transit,2025-03-19,Same-Day,"358 Main St, City 25, USA","855 Elm St, City 71, USA",Amazon Logistics - TRK298836,Product-333,Happy Birthday!,Bob,John Doe,SN141500,SP-4276
Amazon.com,ORD689763,2025-02-10,PO35052,EUR,200.64,13.19,49.71,27.88,1859.5,2006.4,131.9,B0950925,Used - Like New,10,Debit Card,Shipped,Returned,2025-02-21,Expedited,"979 Main St, City 85, USA","597 Elm St, City 46, USA",DHL - TRK909132,Product-59,Enjoy your gift!,,Emma Smith,SN917570,SP-7032
Best Buy,ORD358636,2024-11-22,PO33217,GBP,20.47,1.51,5.23,4.46,35.04,40.94,3.02,B0592368,Refurbished,2,Credit Card,Delivered,Returned,2025-03-21,Standard,"402 Main St, City 86, USA","959 Elm St, City 4, USA",DHL - TRK267711,Product-478,Enjoy your gift!,Bob,John Doe,SN400550,SP-9235
eBay,ORD562256,2024-07-20,PO19196,INR,475.59,85.0,6.88,98.78,4618.1,4755.9,850.0,B0313294,Used - Acceptable,10,Credit Card,Pending,In Transit,2025-03-02,Same-Day,"837 Main St, City 98, USA","381 Elm St, City 17, USA",Amazon Logistics - TRK902649,Product-202,Happy Birthday!,,Emma Smith,SN712326,SP-9485
Best Buy,ORD219437,2024-12-26,PO84307,USD,327.8,21.0,46.04,37.73,2799.63,2950.2,189.0,B0670725,New,9,Gift Card,Delivered,Delivered,2025-03-01,Two-Day,"921 Main St, City 6, USA","379 Elm St, City 41, USA",USPS - TRK648243,Product-33,,Charlie,,SN926384,SP-6730
Target,ORD458013,2025-01-30,PO38667,AUD,490.76,91.39,20.9,119.51,2313.2,2453.8,456.95,B0526297,Used - Acceptable,5,PayPal,Cancelled,In Transit,2025-03-15,Standard,"346 Main St, City 78, USA","303 Elm St, City 4, USA",USPS - TRK986545,Product-388,Happy Birthday!,Charlie,John Doe,SN423813,SP-9377
eBay,ORD602368,2024-10-09,PO85791,AUD,324.64,23.42,15.85,20.35,983.13,973.92,70.26,B0977642,Refurbished,3,Gift Card,Delivered,In Transit,2025-03-13,Same-Day,"641 Main St, City 96, USA","148 Elm St, City 6, USA",USPS - TRK642114,Product-129,,,Emma Smith,SN369177,SP-7975
Amazon.com,ORD508334,2024-08-14,PO30302,EUR,164.26,32.28,6.76,4.69,767.4,657.04,129.12,B0938970,New,4,Gift Card,Delivered,Returned,2025-03-22,Two-Day,"367 Main St, City 90, USA","996 Elm St, City 48, USA",FedEx - TRK472579,Product-235,,Charlie,Emma Smith,SN157727,SP-3457
eBay,ORD161124,2024-05-03,PO82818,USD,258.38,29.47,41.91,32.73,255.12,258.38,29.47,B0564100,Used - Acceptable,1,PayPal,Delivered,Returned,2025-03-01,Two-Day,"994 Main St, City 68, USA","873 Elm St, City 36, USA",USPS - TRK908008,Product-465,Enjoy your gift!,Bob,,SN110464,SP-1774
eBay,ORD167877,2025-01-29,PO36764,USD,207.18,38.22,40.8,41.57,407.66,414.36,76.44,B0431756,Used - Acceptable,2,PayPal,Pending,Delivered,2025-03-11,Expedited,"248 Main St, City 16, USA","511 Elm St, City 13, USA",USPS - TRK992736,Product-86,,Charlie,,SN412780,SP-7412
Walmart,ORD871883,2024-12-19,PO75570,GBP,460.84,45.79,23.53,52.87,3630.08,3686.72,366.32,B0666163,Used - Like New,8,Debit Card,Cancelled,Pending,2025-02-24,Standard,"651 Main St, City 67, USA","332 Elm St, City 23, USA",UPS - TRK572710,Product-305,Enjoy your gift!,Charlie,Emma Smith,SN853237,SP-2026
eBay,ORD220211,2024-12-06,PO78808,AUD,21.91,2.59,46.65,2.47,132.18,131.46,15.54,B0414929,Used - Acceptable,6,Debit Card,Shipped,Pending,2025-03-17,Same-Day,"288 Main St, City 22, USA","650 Elm St, City 27, USA",Amazon Logistics - TRK226416,Product-442,Enjoy your gift!,Alice,Emma Smith,SN583807,SP-4347
Amazon.com,ORD889272,2024-10-12,PO48188,AUD,457.01,26.0,27.39,67.69,2907.24,3199.07,182.0,B0285459,Used - Like New,7,Debit Card,Shipped,Pending,2025-03-18,Two-Day,"549 Main St, City 40, USA","564 Elm St, City 27, USA",UPS - TRK974098,Product-136,,,,SN810507,SP-3406
Amazon.com,ORD490345,2024-12-31,PO66180,USD,151.15,13.08,46.93,12.62,1516.1,1511.5,130.8,B0102895,Used - Like New,10,Gift Card,Shipped,Returned,2025-03-06,Two-Day,"883 Main St, City 72, USA","558 Elm St, City 6, USA",DHL - TRK504391,Product-381,Happy Birthday!,,John Doe,SN878373,SP-2860
Amazon.com,ORD900792,2024-12-03,PO12848,AUD,150.88,9.75,26.72,32.19,513.76,603.52,39.0,B0811250,Refurbished,4,Gift Card,Cancelled,Returned,2025-02-26,Standard,"915 Main St, City 50, USA","599 Elm St, City 17, USA",FedEx - TRK647420,Product-147,Enjoy your gift!,Charlie,,SN551718,SP-1193
Best Buy,ORD467544,2024-04-21,PO15407,GBP,194.82,32.08,7.55,23.51,2033.9,1948.2,320.8,B0612977,Used - Like New,10,PayPal,Cancelled,Delivered,2025-03-14,Standard,"665 Main St, City 59, USA","437 Elm St, City 55, USA",UPS - TRK958451,Product-53,,Charlie,John Doe,SN719544,SP-5144
Walmart,ORD439399,2024-09-14,PO50793,AUD,329.09,54.38,41.36,90.42,1465.25,1645.45,271.9,B0399807,Refurbished,5,Credit Card,Delivered,Pending,2025-03-03,Two-Day,"358 Main St, City 62, USA","702 Elm St, City 99, USA",Amazon Logistics - TRK632093,Product-486,Enjoy your gift!,Alice,,SN501835,SP-4520
Amazon.com,ORD588766,2024-10-05,PO11058,AUD,120.71,11.8,18.92,19.05,1134.6,1207.1,118.0,B0344147,Used - Acceptable,10,Credit Card,Shipped,Delivered,2025-02-23,Expedited,"635 Main St, City 93, USA","602 Elm St, City 67, USA",Amazon Logistics - TRK974515,Product-430,,Alice,John Doe,SN836370,SP-2947
Best Buy,ORD822392,2024-12-21,PO75813,INR,498.93,89.97,37.45,47.21,2166.76,1995.72,359.88,B0175897,Used - Acceptable,4,Credit Card,Shipped,In Transit,2025-03-17,Two-Day,"704 Main St, City 88, USA","157 Elm St, City 34, USA",DHL - TRK128971,Product-282,Enjoy your gift!,Bob,John Doe,SN686388,SP-9757
Best Buy,ORD553840,2024-10-12,PO90127,GBP,67.52,8.04,20.48,11.22,579.06,607.68,72.36,B0633344,Used - Like New,9,PayPal,Cancelled,In Transit,2025-03-21,Two-Day,"201 Main St, City 72, USA","541 Elm St, City 41, USA",USPS - TRK585171,Product-187,,Charlie,John Doe,SN220336,SP-2231
Walmart,ORD889578,2024-08-06,PO62300,INR,140.86,18.08,32.62,6.07,1375.83,1267.74,162.72,B0907877,Refurbished,9,Gift Card,Shipped,Pending,2025-03-10,Same-Day,"234 Main St, City 14, USA","715 Elm St, City 72, USA",UPS - TRK159009,Product-222,Happy Birthday!,,Emma Smith,SN889166,SP-1407
Target,ORD357523,2024-12-12,PO83806,AUD,491.92,56.59,12.28,15.31,3732.4,3443.44,396.13,B0866953,Used - Like New,7,Gift Card,Delivered,Returned,2025-03-08,Same-Day,"813 Main St, City 56, USA","724 Elm St, City 69, USA",Amazon Logistics - TRK100407,Product-91,Enjoy your gift!,Alice,Emma Smith,SN408824,SP-2736
Target,ORD332890,2024-07-11,PO22777,INR,157.56,25.59,45.27,43.12,560.12,630.24,102.36,B0236924,New,4,Credit Card,Pending,Delivered,2025-02-26,Two-Day,"127 Main St, City 56, USA","659 Elm St, City 24, USA",Amazon Logistics - TRK251632,Product-208,,,Emma Smith,SN419034,SP-8557
Best Buy,ORD478275,2024-05-03,PO26616,EUR,63.66,11.07,23.99,11.01,127.44,127.32,22.14,B0746602,Used - Like New,2,Debit Card,Shipped,Pending,2025-03-09,Two-Day,"982 Main St, City 53, USA","268 Elm St, City 96, USA",UPS - TRK374432,Product-332,,Charlie,Emma Smith,SN834091,SP-1847
eBay,ORD323970,2024-08-15,PO81632,USD,468.72,25.78,29.84,72.53,2531.82,2812.32,154.68,B0736569,Used - Acceptable,6,Credit Card,Pending,In Transit,2025-02-21,Standard,"890 Main St, City 3, USA","623 Elm St, City 69, USA",DHL - TRK102299,Product-347,Happy Birthday!,Bob,,SN554621,SP-8430
Target,ORD440766,2024-11-03,PO79268,EUR,425.88,49.59,6.6,60.21,1245.78,1277.64,148.77,B0159741,Used - Like New,3,Debit Card,Cancelled,Delivered,2025-03-10,Standard,"901 Main St, City 1, USA","692 Elm St, City 83, USA",USPS - TRK411578,Product-384,Enjoy your gift!,,Emma Smith,SN787908,SP-5543
Target,ORD399826,2025-02-05,PO63815,EUR,337.23,51.11,23.86,65.69,2258.55,2360.61,357.77,B0971435,Used - Like New,7,PayPal,Cancelled,Returned,2025-03-07,Same-Day,"254 Main St, City 87, USA","119 Elm St, City 86, USA",Amazon Logistics - TRK729263,Product-426,Happy Birthday!,,Emma Smith,SN618312,SP-9234
eBay,ORD245062,2024-07-21,PO40827,INR,187.6,9.86,20.54,43.09,308.74,375.2,19.72,B0391032,Refurbished,2,PayPal,Pending,Returned,2025-03-14,Two-Day,"457 Main St, City 65, USA","860 Elm St, City 84, USA",UPS - TRK739891,Product-305,Enjoy your gift!,Alice,Emma Smith,SN597190,SP-7146
Target,ORD691962,2024-09-28,PO52325,AUD,274.6,47.71,17.97,80.69,724.86,823.8,143.13,B0449364,Refurbished,3,Credit Card,Cancelled,In Transit,2025-02-28,Expedited,"802 Main St, City 36, USA","444 Elm St, City 75, USA",DHL - TRK443870,Product-13,,Bob,Emma Smith,SN136831,SP-6794
Amazon.com,ORD803844,2025-03-20,PO93047,GBP,435.64,66.11,44.2,69.78,1295.91,1306.92,198.33,B0227723,Used - Acceptable,3,Gift Card,Cancelled,In Transit,2025-03-12,Expedited,"474 Main St, City 71, USA","867 Elm St, City 96, USA",Amazon Logistics - TRK998987,Product-213,Enjoy your gift!,Alice,Emma Smith,SN524593,SP-4738
Walmart,ORD715198,2024-10-06,PO80359,INR,356.38,43.23,43.82,48.17,351.44,356.38,43.23,B0263301,Used - Acceptable,1,Gift Card,Cancelled,Pending,2025-03-05,Expedited,"124 Main St, City 23, USA","891 Elm St, City 73, USA",DHL - TRK551116,Product-41,,Alice,John Doe,SN262296,SP-3367
Best Buy,ORD389195,2025-02-22,PO39700,GBP,212.71,15.93,10.85,48.89,179.75,212.71,15.93,B0410043,New,1,Credit Card,Shipped,Pending,2025-03-03,Two-Day,"813 Main St, City 82, USA","912 Elm St, City 75, USA",Amazon Logistics - TRK317907,Product-420,Enjoy your gift!,,Emma Smith,SN412489,SP-6715
Walmart,ORD634465,2025-02-14,PO65351,EUR,202.87,39.41,16.16,2.95,239.33,202.87,39.41,B0762512,Used - Like New,1,Gift Card,Cancelled,Pending,2025-02-26,Same-Day,"362 Main St, City 20, USA","790 Elm St, City 5, USA",FedEx - TRK714901,Product-400,Enjoy your gift!,Bob,,SN841927,SP-6519
Target,ORD365272,2024-09-19,PO81938,GBP,76.63,9.45,7.21,5.11,161.94,153.26,18.9,B0107248,Used - Like New,2,Gift Card,Delivered,Returned,2025-03-08,Two-Day,"325 Main St, City 61, USA","810 Elm St, City 21, USA",FedEx - TRK674478,Product-321,Enjoy your gift!,Alice,,SN181803,SP-1871
Walmart,ORD746801,2024-07-10,PO46766,AUD,67.41,10.94,42.55,2.32,608.24,539.28,87.52,B0150221,New,8,Credit Card,Cancelled,In Transit,2025-03-19,Two-Day,"582 Main St, City 61, USA","723 Elm St, City 72, USA",FedEx - TRK777019,Product-218,Happy Birthday!,,,SN719186,SP-6216
Walmart,ORD750299,2024-10-27,PO39111,EUR,169.11,9.21,14.89,0.42,533.7,507.33,27.63,B0775530,Refurbished,3,Gift Card,Shipped,In Transit,2025-03-22,Standard,"729 Main St, City 40, USA","528 Elm St, City 5, USA",Amazon Logistics - TRK283765,Product-238,,,,SN514384,SP-3457
eBay,ORD738796,2024-08-08,PO95126,GBP,362.78,21.1,36.69,48.16,1342.88,1451.12,84.4,B0597871,Refurbished,4,Gift Card,Shipped,In Transit,2025-03-08,Same-Day,"308 Main St, City 6, USA","590 Elm St, City 47, USA",Amazon Logistics - TRK766850,Product-209,,Bob,Emma Smith,SN121265,SP-1178
