Website,Order ID,Order Date,Purchase Order Number,Currency,Unit Price,Unit Price Tax,Shipping Charge,Total Discounts,Total Owed,Shipment Item Subtotal,Shipment Item Subtotal Tax,ASIN,Product Condition,Quantity,Payment Instrument Type,Order Status,Shipment Status,Ship Date,Shipping Option,Shipping Address,Billing Address,Carrier Name & Tracking Number,Product Name,Gift Message,Gift Sender Name,Gift Recipient Contact Details,Item Serial Number
Best Buy,ORD493831,09-11-2025,PO61948,EUR,374.59,73.85,40.73,71.94,417.23,374.59,60.8,B09893230,New,1,Debit Card,Processing,Delivered,08-06-2025,Expedited,"761 Main St, City 33, USA","790 Elm St, City 45, USA",UPS - TRK730661,Product-150,,Alice,Michael Brown,SN826674
eBay,ORD286096,08-06-2025,PO10113,USD,558.24,32.82,18.27,78.59,5554.9,5582.4,979.96,B05099581,Used - Good,10,Credit Card,Processing,Delivered,13-07-2025,Standard,"317 Main St, City 58, USA","144 Elm St, City 76, USA",FedEx - TRK402690,Product-674,Congratulations!,David,Michael Brown,SN428173
Best Buy,ORD883151,13-12-2025,PO76746,USD,994.57,153.72,17.7,876.62,12224.21,12929.41,1027.82,B01894498,Used - Acceptable,13,Debit Card,Processing,In Transit,21-05-2025,Expedited,"589 Main St, City 28, USA","391 Elm St, City 73, USA",UPS - TRK766289,Product-935,Happy Birthday!,Charlie,Emma Smith,SN978388
Amazon,ORD750733,04-07-2025,PO42402,GBP,918.29,157.51,33.77,810.55,11318.5,11937.77,768.05,B01196436,Used - Good,13,Credit Card,Pending,In Transit,06-04-2025,Same-Day,"152 Main St, City 74, USA","882 Elm St, City 87, USA",DHL - TRK847178,Product-572,,Charlie,John Doe,SN489658
Best Buy,ORD532356,28-02-2025,PO16716,EUR,680.63,50.27,31.33,24.36,1418.5,1361.26,129.54,B08767263,New,2,Debit Card,Shipped,Delivered,26-05-2025,Standard,"798 Main St, City 8, USA","976 Elm St, City 89, USA",UPS - TRK687334,Product-144,,Bob,,SN537797
eBay,ORD408198,28-04-2025,PO95995,USD,345.29,31.69,21.39,351.65,4880.78,5179.35,889.34,B09047774,Used - Acceptable,15,PayPal,Processing,Pending,04-02-2025,Same-Day,"725 Main St, City 83, USA","474 Elm St, City 18, USA",UPS - TRK672931,Product-358,Happy Birthday!,Charlie,Michael Brown,SN354510
Amazon,ORD215884,24-02-2025,PO90701,GBP,525.92,86.14,39.06,1772.88,8344.8,9992.48,963.28,B09028995,Used - Acceptable,19,PayPal,Shipped,Delivered,18-04-2025,Standard,"93 Main St, City 4, USA","310 Elm St, City 66, USA",FedEx - TRK701649,Product-158,Best Wishes!,,,SN660707
Amazon,ORD914816,03-02-2025,PO27549,USD,574.29,72.8,20.2,1140.16,9864.35,10911.51,1402.34,B03617058,New,19,Debit Card,Pending,Delivered,08-07-2025,Expedited,"889 Main St, City 10, USA","469 Elm St, City 70, USA",FedEx - TRK210061,Product-582,Best Wishes!,,John Doe,SN183261
eBay,ORD459113,19-07-2025,PO37698,GBP,520.22,30.9,43.27,96.32,4139.61,4161.76,661.59,B05419450,Used - Acceptable,8,Credit Card,Pending,Pending,20-02-2025,Standard,"298 Main St, City 31, USA","575 Elm St, City 91, USA",FedEx - TRK128054,Product-311,Enjoy your gift!,Charlie,Emma Smith,SN701557
Amazon,ORD164245,26-01-2025,PO57450,USD,390.61,42.07,37.81,285.09,1747.84,1953.05,170.12,B04422225,New,5,PayPal,Pending,In Transit,04-01-2025,Same-Day,"516 Main St, City 99, USA","176 Elm St, City 39, USA",UPS - TRK901912,Product-763,Enjoy your gift!,Alice,John Doe,SN857681
Best Buy,ORD522448,22-08-2025,PO59509,GBP,997.66,74.0,6.06,113.13,1962.25,1995.32,307.48,B01956550,New,2,Debit Card,Processing,Pending,12-08-2025,Expedited,"143 Main St, City 88, USA","595 Elm St, City 38, USA",FedEx - TRK693624,Product-980,Happy Birthday!,David,,SN872125
Best Buy,ORD700986,10-12-2025,PO50752,GBP,502.28,95.29,9.93,508.03,6629.11,7031.92,929.1,B09710948,New,14,PayPal,Shipped,Pending,14-12-2025,Same-Day,"695 Main St, City 80, USA","883 Elm St, City 92, USA",DHL - TRK811828,Product-230,Best Wishes!,David,,SN420292
Best Buy,ORD171665,08-02-2025,PO36171,EUR,538.79,66.62,36.57,471.12,2326.02,2693.95,415.31,B07087883,New,5,Credit Card,Processing,Delivered,20-06-2025,Expedited,"583 Main St, City 92, USA","630 Elm St, City 50, USA",UPS - TRK307260,Product-647,Happy Birthday!,Bob,Emma Smith,SN253300
Amazon,ORD341129,20-10-2025,PO18069,GBP,645.24,77.52,42.51,63.38,7799.53,7742.88,1327.54,B06154959,Used - Good,12,Credit Card,Shipped,Delivered,24-11-2025,Same-Day,"834 Main St, City 99, USA","376 Elm St, City 23, USA",FedEx - TRK153439,Product-650,Enjoy your gift!,Alice,Michael Brown,SN908233
Amazon,ORD897448,03-12-2025,PO55177,EUR,221.57,28.41,45.46,59.95,1343.34,1329.42,211.92,B01100914,New,6,Credit Card,Pending,Delivered,22-12-2025,Standard,"878 Main St, City 46, USA","353 Elm St, City 87, USA",UPS - TRK377759,Product-969,Enjoy your gift!,David,Emma Smith,SN210663
eBay,ORD318686,14-07-2025,PO30760,GBP,959.86,125.0,7.38,111.0,2900.96,2879.58,543.47,B09898518,New,3,Debit Card,Processing,In Transit,15-08-2025,Expedited,"577 Main St, City 44, USA","520 Elm St, City 41, USA",FedEx - TRK493052,Product-529,Congratulations!,David,Michael Brown,SN817416
Best Buy,ORD421299,24-06-2025,PO32342,USD,209.91,19.32,8.97,19.32,2737.8,2728.83,508.66,B03233999,New,13,PayPal,Processing,Pending,25-08-2025,Expedited,"738 Main St, City 16, USA","611 Elm St, City 25, USA",DHL - TRK597558,Product-306,Best Wishes!,Bob,John Doe,SN790881
eBay,ORD746728,11-09-2025,PO14205,EUR,245.61,32.91,29.63,219.29,3527.4,3684.15,694.33,B05812714,Used - Good,15,Debit Card,Pending,Pending,09-08-2025,Same-Day,"286 Main St, City 28, USA","208 Elm St, City 71, USA",FedEx - TRK367873,Product-232,Happy Birthday!,Bob,Emma Smith,SN442618
eBay,ORD875784,04-03-2025,PO28998,GBP,517.4,45.32,21.33,831.97,8547.88,9313.2,1515.33,B02516830,New,18,Credit Card,Processing,In Transit,17-01-2025,Same-Day,"561 Main St, City 90, USA","384 Elm St, City 64, USA",UPS - TRK626820,Product-390,,Alice,John Doe,SN401063
Amazon,ORD392509,16-11-2025,PO12510,GBP,746.17,139.58,27.56,92.6,5297.73,5223.19,864.82,B01115019,Used - Acceptable,7,Debit Card,Shipped,In Transit,12-06-2025,Same-Day,"339 Main St, City 77, USA","223 Elm St, City 41, USA",DHL - TRK489105,Product-228,,,John Doe,SN485345
Best Buy,ORD916336,04-05-2025,PO49094,USD,408.28,69.0,26.81,156.57,3613.76,3674.52,361.43,B01022305,New,9,Debit Card,Pending,Pending,25-08-2025,Same-Day,"293 Main St, City 32, USA","51 Elm St, City 51, USA",DHL - TRK575580,Product-416,Happy Birthday!,,Michael Brown,SN762502
eBay,ORD877861,18-05-2025,PO93914,USD,90.82,14.11,28.15,17.45,115.63,90.82,12.59,B05694462,Used - Acceptable,1,Credit Card,Processing,Pending,27-03-2025,Expedited,"240 Main St, City 33, USA","979 Elm St, City 30, USA",FedEx - TRK876504,Product-791,Enjoy your gift!,Alice,Michael Brown,SN969836
Amazon,ORD304243,27-01-2025,PO78268,GBP,476.82,70.24,11.06,8.16,549.96,476.82,47.77,B06085086,Used - Acceptable,1,Debit Card,Pending,Delivered,14-03-2025,Standard,"214 Main St, City 29, USA","538 Elm St, City 96, USA",UPS - TRK154964,Product-590,Congratulations!,Bob,John Doe,SN951810
Amazon,ORD584242,09-07-2025,PO10282,USD,599.86,41.81,5.94,292.36,6953.71,7198.32,463.86,B06769079,Used - Acceptable,12,PayPal,Processing,In Transit,21-05-2025,Same-Day,"651 Main St, City 66, USA","697 Elm St, City 67, USA",FedEx - TRK654462,Product-238,Happy Birthday!,Alice,Michael Brown,SN760783
Best Buy,ORD342267,13-12-2025,PO24600,USD,694.63,46.15,9.49,960.87,9514.22,10419.45,2077.81,B09846300,Used - Acceptable,15,Debit Card,Pending,Pending,03-10-2025,Standard,"335 Main St, City 15, USA","962 Elm St, City 63, USA",UPS - TRK512733,Product-383,Congratulations!,Charlie,John Doe,SN680771
Best Buy,ORD306001,19-07-2025,PO59046,EUR,165.71,8.96,42.75,100.42,1111.26,1159.97,158.9,B06179456,New,7,Debit Card,Pending,Delivered,08-06-2025,Standard,"892 Main St, City 47, USA","58 Elm St, City 53, USA",FedEx - TRK970605,Product-360,Best Wishes!,Charlie,John Doe,SN614481
Amazon,ORD874312,03-08-2025,PO34034,USD,962.71,156.17,16.15,214.43,1883.31,1925.42,272.17,B06962030,Used - Acceptable,2,PayPal,Processing,In Transit,28-06-2025,Expedited,"888 Main St, City 56, USA","205 Elm St, City 54, USA",UPS - TRK501621,Product-633,Enjoy your gift!,David,Michael Brown,SN593296
Best Buy,ORD563145,02-12-2025,PO49480,GBP,497.65,72.6,14.31,897.85,8644.41,9455.35,537.01,B02943174,Used - Acceptable,19,PayPal,Processing,Delivered,01-12-2025,Standard,"871 Main St, City 30, USA","26 Elm St, City 31, USA",DHL - TRK979461,Product-936,Congratulations!,Bob,Emma Smith,SN839833
Amazon,ORD884910,12-07-2025,PO44598,USD,810.77,55.82,31.24,789.32,4973.13,5675.39,470.89,B04543172,New,7,Credit Card,Pending,Pending,09-03-2025,Expedited,"152 Main St, City 91, USA","508 Elm St, City 47, USA",FedEx - TRK947234,Product-750,,,Emma Smith,SN798445
eBay,ORD402463,09-02-2025,PO74541,USD,143.2,21.26,5.61,40.2,416.27,429.6,44.0,B05184643,Used - Good,3,Debit Card,Pending,Pending,15-06-2025,Standard,"891 Main St, City 61, USA","319 Elm St, City 78, USA",UPS - TRK519417,Product-335,Best Wishes!,Alice,John Doe,SN501472
eBay,ORD959774,18-11-2025,PO50283,USD,854.31,72.61,31.78,16.91,2650.41,2562.93,192.27,B05606984,New,3,Credit Card,Pending,Pending,14-02-2025,Same-Day,"21 Main St, City 52, USA","90 Elm St, City 57, USA",FedEx - TRK947331,Product-453,Enjoy your gift!,Alice,,SN940351
Best Buy,ORD938513,25-07-2025,PO58773,EUR,511.55,95.74,30.47,323.37,2872.14,3069.3,552.16,B09519911,Used - Good,6,PayPal,Shipped,Pending,12-03-2025,Standard,"219 Main St, City 38, USA","4 Elm St, City 83, USA",FedEx - TRK850051,Product-382,Happy Birthday!,Charlie,,SN518352
Amazon,ORD760532,28-09-2025,PO76516,USD,905.7,99.73,24.72,1998.49,13522.86,15396.9,2077.59,B07605861,Used - Good,17,PayPal,Pending,In Transit,09-12-2025,Same-Day,"646 Main St, City 78, USA","282 Elm St, City 46, USA",FedEx - TRK800427,Product-669,Enjoy your gift!,Bob,,SN864450
Amazon,ORD728966,04-11-2025,PO47688,EUR,750.45,115.88,22.08,224.51,7417.95,7504.5,931.93,B04827638,Used - Good,10,PayPal,Pending,In Transit,28-01-2025,Standard,"530 Main St, City 12, USA","692 Elm St, City 30, USA",DHL - TRK175000,Product-120,,David,Michael Brown,SN650736
eBay,ORD196310,13-04-2025,PO88777,GBP,739.77,78.85,17.72,927.59,5826.91,6657.93,987.88,B08797256,Used - Good,9,Credit Card,Shipped,Delivered,05-10-2025,Standard,"546 Main St, City 83, USA","475 Elm St, City 94, USA",DHL - TRK320646,Product-289,Best Wishes!,Bob,,SN125736
Amazon,ORD798533,18-02-2025,PO29203,USD,113.5,13.39,29.82,330.8,1755.41,2043.0,314.52,B04595814,New,18,Credit Card,Processing,In Transit,18-07-2025,Standard,"515 Main St, City 30, USA","672 Elm St, City 16, USA",UPS - TRK911720,Product-411,Happy Birthday!,David,John Doe,SN993426
Best Buy,ORD875372,22-01-2025,PO19593,USD,619.08,35.59,45.73,245.68,1692.88,1857.24,171.5,B09346242,Used - Good,3,PayPal,Pending,Delivered,09-08-2025,Standard,"777 Main St, City 72, USA","437 Elm St, City 55, USA",UPS - TRK623955,Product-898,Happy Birthday!,Alice,Emma Smith,SN155020
Amazon,ORD590244,09-04-2025,PO46056,GBP,665.67,130.64,11.16,124.73,4676.76,4659.69,580.1,B05404165,Used - Acceptable,7,Credit Card,Processing,In Transit,03-12-2025,Same-Day,"640 Main St, City 19, USA","482 Elm St, City 3, USA",DHL - TRK785214,Product-593,Enjoy your gift!,Bob,Michael Brown,SN451402
eBay,ORD290976,08-11-2025,PO15867,EUR,773.34,128.81,15.26,1047.14,8377.01,9280.08,1599.04,B06278537,New,12,PayPal,Processing,Delivered,07-08-2025,Same-Day,"893 Main St, City 76, USA","324 Elm St, City 27, USA",UPS - TRK498595,Product-353,Happy Birthday!,Charlie,John Doe,SN363934
Amazon,ORD858133,24-05-2025,PO91888,USD,981.91,50.09,24.96,721.35,12118.53,12764.83,1023.6,B09704919,Used - Acceptable,13,Credit Card,Shipped,In Transit,14-03-2025,Standard,"923 Main St, City 42, USA","213 Elm St, City 50, USA",FedEx - TRK779120,Product-545,Best Wishes!,,John Doe,SN602632
eBay,ORD622111,21-08-2025,PO68744,USD,837.3,110.48,9.11,401.82,15626.47,15908.7,2750.35,B05525204,Used - Acceptable,19,Debit Card,Processing,Delivered,15-05-2025,Standard,"686 Main St, City 93, USA","393 Elm St, City 96, USA",UPS - TRK292842,Product-252,Congratulations!,Alice,,SN182279
Amazon,ORD268262,02-11-2025,PO31164,USD,356.67,30.78,21.63,172.16,4873.63,4993.38,572.65,B05365953,New,14,PayPal,Pending,Delivered,08-01-2025,Same-Day,"117 Main St, City 28, USA","9 Elm St, City 82, USA",DHL - TRK555947,Product-851,Happy Birthday!,,,SN718561
Amazon,ORD398230,22-05-2025,PO65412,USD,485.86,93.94,10.41,437.61,4039.48,4372.74,513.56,B03686473,Used - Acceptable,9,Debit Card,Pending,Delivered,10-04-2025,Expedited,"540 Main St, City 85, USA","413 Elm St, City 45, USA",UPS - TRK514389,Product-176,Congratulations!,Alice,Emma Smith,SN767827
Amazon,ORD614529,22-02-2025,PO81268,GBP,83.3,7.86,26.94,22.86,178.54,166.6,9.19,B04793557,Used - Acceptable,2,PayPal,Processing,Delivered,07-01-2025,Standard,"84 Main St, City 99, USA","72 Elm St, City 99, USA",UPS - TRK294074,Product-229,Congratulations!,Bob,John Doe,SN478145
Amazon,ORD169030,08-05-2025,PO39912,GBP,532.83,40.1,10.37,825.69,3487.42,4262.64,391.56,B02520202,Used - Acceptable,8,Credit Card,Pending,Pending,12-06-2025,Same-Day,"689 Main St, City 86, USA","717 Elm St, City 54, USA",UPS - TRK986241,Product-734,Happy Birthday!,Alice,Emma Smith,SN142783
Best Buy,ORD650917,12-03-2025,PO81662,GBP,319.12,32.45,19.76,243.48,2680.81,2872.08,181.94,B08322627,Used - Good,9,Credit Card,Shipped,Delivered,16-06-2025,Standard,"227 Main St, City 57, USA","874 Elm St, City 100, USA",DHL - TRK755371,Product-483,Enjoy your gift!,Charlie,Michael Brown,SN859160
Best Buy,ORD346095,11-03-2025,PO23678,USD,700.07,111.34,10.66,1473.92,6348.85,7700.77,801.08,B04799449,Used - Acceptable,11,Debit Card,Processing,Delivered,27-09-2025,Standard,"735 Main St, City 1, USA","349 Elm St, City 71, USA",FedEx - TRK292197,Product-945,,Alice,,SN875758
Amazon,ORD588742,26-06-2025,PO57448,EUR,937.49,138.0,23.36,187.07,2786.76,2812.47,335.56,B01090317,New,3,Credit Card,Pending,Pending,21-09-2025,Expedited,"413 Main St, City 6, USA","933 Elm St, City 40, USA",UPS - TRK680895,Product-508,Congratulations!,David,,SN864891
eBay,ORD687901,23-07-2025,PO39062,EUR,469.02,79.77,46.85,38.97,7591.97,7504.32,878.94,B02502229,Used - Good,16,Credit Card,Processing,Pending,23-02-2025,Same-Day,"705 Main St, City 62, USA","170 Elm St, City 6, USA",FedEx - TRK316554,Product-965,Happy Birthday!,,Michael Brown,SN464681
Amazon,ORD156676,14-05-2025,PO25894,USD,53.54,9.93,20.95,58.72,293.4,321.24,25.77,B02617125,New,6,Credit Card,Pending,Pending,20-01-2025,Expedited,"945 Main St, City 50, USA","297 Elm St, City 96, USA",FedEx - TRK935609,Product-809,Enjoy your gift!,,John Doe,SN109457
Amazon,ORD339466,09-11-2025,PO48895,USD,182.13,30.58,10.71,245.43,2709.94,2914.08,252.7,B03921623,Used - Good,16,Credit Card,Processing,In Transit,05-07-2025,Same-Day,"889 Main St, City 68, USA","467 Elm St, City 52, USA",UPS - TRK640043,Product-575,Best Wishes!,,Michael Brown,SN300845
Best Buy,ORD693335,16-09-2025,PO91550,USD,395.69,24.23,40.58,192.49,1455.08,1582.76,181.75,B01153873,New,4,Credit Card,Shipped,Pending,05-06-2025,Same-Day,"189 Main St, City 27, USA","948 Elm St, City 13, USA",UPS - TRK600507,Product-683,Best Wishes!,,,SN268220
Amazon,ORD796934,18-01-2025,PO68209,EUR,760.88,57.61,5.85,2165.1,9311.56,11413.2,1891.23,B09462916,New,15,Credit Card,Pending,Pending,16-11-2025,Expedited,"285 Main St, City 96, USA","798 Elm St, City 100, USA",DHL - TRK328493,Product-921,Congratulations!,Charlie,John Doe,SN914924
eBay,ORD482590,09-10-2025,PO54795,EUR,376.84,57.29,27.98,42.0,796.95,753.68,59.2,B05589594,Used - Good,2,Debit Card,Pending,Delivered,21-04-2025,Same-Day,"518 Main St, City 28, USA","68 Elm St, City 36, USA",UPS - TRK834088,Product-425,Happy Birthday!,Bob,John Doe,SN500462
eBay,ORD464133,06-10-2025,PO18297,USD,325.9,65.17,19.99,180.25,6097.01,6192.1,429.63,B05255372,Used - Acceptable,19,PayPal,Shipped,Delivered,03-07-2025,Expedited,"623 Main St, City 72, USA","415 Elm St, City 43, USA",UPS - TRK161851,Product-533,Congratulations!,David,Michael Brown,SN827668
Best Buy,ORD292224,16-10-2025,PO77218,USD,491.93,25.7,6.2,338.12,4121.15,4427.37,357.16,B06202989,Used - Acceptable,9,PayPal,Processing,Delivered,27-04-2025,Standard,"115 Main St, City 5, USA","818 Elm St, City 67, USA",FedEx - TRK494887,Product-208,Happy Birthday!,David,John Doe,SN467203
eBay,ORD965645,18-04-2025,PO70825,USD,60.61,6.2,29.83,156.73,849.06,969.76,157.54,B02427841,New,16,PayPal,Pending,In Transit,16-09-2025,Same-Day,"426 Main St, City 40, USA","182 Elm St, City 71, USA",UPS - TRK598573,Product-214,Congratulations!,David,Emma Smith,SN572727
Best Buy,ORD542049,14-04-2025,PO92292,GBP,510.98,88.45,18.44,434.7,5292.97,5620.78,855.8,B07481205,Used - Good,11,Debit Card,Shipped,In Transit,25-06-2025,Expedited,"681 Main St, City 56, USA","833 Elm St, City 77, USA",UPS - TRK846461,Product-757,Best Wishes!,,Emma Smith,SN235335
Best Buy,ORD790910,19-01-2025,PO23790,EUR,810.32,69.27,26.95,343.29,5425.17,5672.24,975.89,B01787290,Used - Good,7,Credit Card,Processing,Pending,05-02-2025,Standard,"379 Main St, City 2, USA","70 Elm St, City 5, USA",FedEx - TRK980489,Product-163,Best Wishes!,,,SN908166
eBay,ORD228104,26-02-2025,PO96448,EUR,854.47,65.98,35.9,589.23,8911.82,9399.17,891.02,B06691301,Used - Good,11,PayPal,Pending,Pending,27-12-2025,Standard,"641 Main St, City 45, USA","96 Elm St, City 56, USA",DHL - TRK662688,Product-244,Happy Birthday!,Charlie,,SN856844
eBay,ORD200362,08-12-2025,PO46095,EUR,333.38,54.92,18.71,39.88,367.13,333.38,28.6,B06336680,Used - Acceptable,1,Debit Card,Pending,In Transit,23-10-2025,Same-Day,"620 Main St, City 54, USA","310 Elm St, City 8, USA",UPS - TRK155888,Product-431,Best Wishes!,,John Doe,SN782929
eBay,ORD286345,02-09-2025,PO66536,USD,957.18,67.47,7.26,38.1,2908.17,2871.54,373.76,B07258598,Used - Acceptable,3,Credit Card,Pending,Pending,03-08-2025,Same-Day,"7 Main St, City 6, USA","615 Elm St, City 99, USA",UPS - TRK492814,Product-181,Enjoy your gift!,Bob,Emma Smith,SN462146
eBay,ORD101063,03-02-2025,PO94318,GBP,482.81,95.91,21.46,653.44,2843.6,3379.67,495.81,B01468297,Used - Good,7,Credit Card,Processing,Pending,24-09-2025,Expedited,"825 Main St, City 31, USA","546 Elm St, City 51, USA",UPS - TRK228760,Product-973,Best Wishes!,Alice,Emma Smith,SN299183
Amazon,ORD865593,24-01-2025,PO88534,USD,482.16,37.18,11.01,13.32,2445.67,2410.8,462.17,B07013904,Used - Good,5,PayPal,Pending,Delivered,24-03-2025,Same-Day,"683 Main St, City 72, USA","352 Elm St, City 8, USA",FedEx - TRK726882,Product-288,Happy Birthday!,Bob,John Doe,SN915648
Amazon,ORD431319,11-07-2025,PO31871,EUR,221.45,33.19,32.12,179.25,2543.46,2657.4,176.91,B07667991,Used - Good,12,PayPal,Processing,Pending,12-04-2025,Standard,"363 Main St, City 59, USA","53 Elm St, City 89, USA",DHL - TRK522484,Product-189,Happy Birthday!,,Emma Smith,SN582648
Best Buy,ORD443026,09-10-2025,PO81941,GBP,134.58,8.31,18.87,42.98,253.36,269.16,18.61,B01351718,New,2,PayPal,Shipped,Delivered,26-10-2025,Standard,"61 Main St, City 16, USA","521 Elm St, City 59, USA",DHL - TRK984760,Product-289,Enjoy your gift!,David,Emma Smith,SN388291
Amazon,ORD978450,13-05-2025,PO91294,USD,926.62,86.24,13.36,161.72,3644.36,3706.48,663.14,B07410164,Used - Good,4,Credit Card,Pending,In Transit,16-09-2025,Standard,"353 Main St, City 29, USA","190 Elm St, City 84, USA",UPS - TRK156710,Product-358,,Charlie,John Doe,SN512551
eBay,ORD128867,17-10-2025,PO35372,GBP,887.36,91.63,49.83,289.99,14049.23,14197.76,2026.16,B09046404,Used - Acceptable,16,PayPal,Shipped,Pending,08-11-2025,Expedited,"790 Main St, City 75, USA","307 Elm St, City 51, USA",DHL - TRK437666,Product-713,Congratulations!,David,Michael Brown,SN302912
Best Buy,ORD309908,02-05-2025,PO18388,EUR,161.74,27.08,36.81,157.04,1200.77,1293.92,234.34,B03219636,New,8,PayPal,Processing,In Transit,02-01-2025,Same-Day,"889 Main St, City 85, USA","212 Elm St, City 18, USA",FedEx - TRK748472,Product-793,Congratulations!,,John Doe,SN972606
Amazon,ORD994720,23-10-2025,PO53454,USD,901.5,157.94,36.97,1890.93,9121.98,10818.0,1286.2,B08298496,Used - Acceptable,12,PayPal,Processing,Pending,13-07-2025,Same-Day,"357 Main St, City 11, USA","913 Elm St, City 60, USA",DHL - TRK274704,Product-118,Best Wishes!,Alice,,SN683133
Amazon,ORD272185,01-02-2025,PO37638,EUR,122.53,8.17,17.01,24.45,123.26,122.53,6.42,B05158424,Used - Acceptable,1,PayPal,Processing,Delivered,20-12-2025,Standard,"321 Main St, City 78, USA","667 Elm St, City 20, USA",DHL - TRK354572,Product-312,,,Michael Brown,SN948577
Best Buy,ORD910770,22-11-2025,PO76977,USD,547.95,82.46,47.32,35.15,2834.38,2739.75,291.76,B08406382,New,5,Credit Card,Pending,Pending,09-11-2025,Expedited,"103 Main St, City 49, USA","545 Elm St, City 62, USA",DHL - TRK183812,Product-353,,Charlie,John Doe,SN882387
Amazon,ORD144475,03-09-2025,PO64446,EUR,500.58,96.76,39.94,7.14,630.14,500.58,28.64,B01189610,Used - Acceptable,1,Debit Card,Shipped,Pending,09-03-2025,Same-Day,"953 Main St, City 36, USA","501 Elm St, City 37, USA",UPS - TRK281211,Product-148,Congratulations!,David,,SN784707
Amazon,ORD545775,15-07-2025,PO81198,EUR,142.49,10.97,41.05,107.83,1796.56,1852.37,207.19,B09216493,Used - Good,13,Debit Card,Shipped,Pending,05-09-2025,Standard,"593 Main St, City 69, USA","502 Elm St, City 96, USA",DHL - TRK309184,Product-651,Happy Birthday!,,Michael Brown,SN912077
Best Buy,ORD971852,01-04-2025,PO42012,GBP,200.18,24.71,39.59,407.62,3660.28,4003.6,652.8,B03669398,Used - Acceptable,20,Credit Card,Processing,In Transit,18-01-2025,Same-Day,"157 Main St, City 56, USA","714 Elm St, City 56, USA",FedEx - TRK507745,Product-726,,Charlie,Emma Smith,SN551039
Amazon,ORD693712,03-11-2025,PO69156,EUR,726.26,58.66,31.12,294.16,4153.18,4357.56,244.92,B09999141,Used - Acceptable,6,Credit Card,Pending,Delivered,20-05-2025,Standard,"280 Main St, City 11, USA","301 Elm St, City 87, USA",DHL - TRK142990,Product-176,,David,Emma Smith,SN422430
Best Buy,ORD911909,28-02-2025,PO95188,GBP,281.93,25.71,43.04,544.86,4316.7,4792.81,928.18,B02499695,Used - Good,17,Credit Card,Processing,In Transit,12-04-2025,Standard,"984 Main St, City 58, USA","606 Elm St, City 80, USA",UPS - TRK492725,Product-920,Happy Birthday!,David,Michael Brown,SN152641
Amazon,ORD768009,02-09-2025,PO66266,GBP,892.22,166.54,10.85,1418.04,6789.33,8029.98,1486.74,B08322901,Used - Good,9,PayPal,Processing,Pending,21-06-2025,Standard,"829 Main St, City 80, USA","979 Elm St, City 67, USA",UPS - TRK129753,Product-752,Best Wishes!,Bob,Michael Brown,SN690296
Best Buy,ORD656128,25-04-2025,PO73931,GBP,341.77,27.4,40.24,23.7,2436.33,2392.39,163.16,B01099297,Used - Acceptable,7,PayPal,Pending,Pending,21-07-2025,Expedited,"560 Main St, City 67, USA","568 Elm St, City 89, USA",UPS - TRK480936,Product-810,Enjoy your gift!,Charlie,Michael Brown,SN372520
Best Buy,ORD562323,05-11-2025,PO58340,USD,678.39,125.17,43.31,1209.86,7099.3,8140.68,1279.05,B02130091,New,12,PayPal,Shipped,In Transit,19-07-2025,Standard,"962 Main St, City 61, USA","622 Elm St, City 16, USA",DHL - TRK791368,Product-686,Congratulations!,Charlie,Michael Brown,SN763343
eBay,ORD937914,23-11-2025,PO73401,EUR,930.23,115.16,14.42,594.08,3256.42,3720.92,229.82,B04873737,New,4,Debit Card,Shipped,Pending,07-06-2025,Standard,"458 Main St, City 84, USA","408 Elm St, City 20, USA",UPS - TRK862069,Product-118,Enjoy your gift!,Bob,John Doe,SN123249
eBay,ORD504532,04-02-2025,PO97464,GBP,461.91,46.11,39.93,640.95,5911.83,6466.74,954.92,B03713521,New,14,Debit Card,Processing,Delivered,26-06-2025,Expedited,"927 Main St, City 49, USA","883 Elm St, City 58, USA",UPS - TRK863827,Product-561,Best Wishes!,David,Michael Brown,SN586688
Amazon,ORD258519,05-12-2025,PO83550,GBP,207.7,27.92,34.06,5.41,2133.57,2077.0,373.94,B05919510,Used - Good,10,Debit Card,Shipped,Delivered,01-10-2025,Standard,"156 Main St, City 67, USA","849 Elm St, City 4, USA",UPS - TRK827893,Product-253,Enjoy your gift!,David,Emma Smith,SN786058
Amazon,ORD633082,12-01-2025,PO64611,USD,332.64,64.96,46.49,310.71,1796.58,1995.84,106.68,B03526220,Used - Acceptable,6,Debit Card,Shipped,Delivered,16-03-2025,Same-Day,"464 Main St, City 7, USA","539 Elm St, City 97, USA",UPS - TRK290829,Product-318,Congratulations!,Charlie,John Doe,SN218097
Best Buy,ORD273826,24-07-2025,PO75545,USD,512.89,30.29,9.86,102.7,4553.46,4616.01,387.96,B09168870,Used - Acceptable,9,Debit Card,Processing,Delivered,09-09-2025,Same-Day,"240 Main St, City 81, USA","836 Elm St, City 22, USA",DHL - TRK667056,Product-199,,David,John Doe,SN303477
Amazon,ORD136390,09-02-2025,PO24305,USD,347.08,21.34,36.86,850.69,5454.95,6247.44,1097.05,B05632963,Used - Good,18,Debit Card,Processing,In Transit,18-11-2025,Same-Day,"762 Main St, City 91, USA","527 Elm St, City 75, USA",FedEx - TRK674745,Product-415,Enjoy your gift!,,,SN154423
