Website,Order ID,Order Date,Purchase Order Number,Currency,Unit Price,Unit Price Tax,Shipping Charge,Total Discounts,Total Owed,Shipment Item Subtotal,Shipment Item Subtotal Tax,ASIN,Product Condition,Quantity,Payment Instrument Type,Order Status,Shipment Status,Ship Date,Shipping Option,Shipping Address,Billing Address,Carrier Name & Tracking Number,Product Name,Gift Message,Gift Sender Name,Gift Recipient Contact Details,Item Serial Number
BestBuy,e773ba4c,2024-12-03,a0fb001c-795,USD,311.83,29.22,6.84,7.97,321.43,449.85,49.72,bc63fb0a-f,Refurbished,4,PayPal,Cancelled,In Transit,2024-12-05,Standard,"654 Birch Ln, WA","456 Oak St, CA",USPS-86f793a1-2ef,Smartphone Case,Happy Birthday!,Sarah,jane@example.com,433dfabe-5bcd-4
BestBuy,7cb788be,2024-05-30,8710a825-66a,CAD,425.31,28.41,10.48,0.7,509.94,207.87,46.73,c1e6bd66-9,Used - Like New,5,Bank Transfer,Pending,Pending,2024-06-01,Same-Day,"456 Oak St, CA","123 Main St, NY",Amazon Logistics-c02c4838-c73,Smartphone Case,Best Wishes!,Sarah,,64bf1a16-8481-4
BestBuy,2de4ebd4,2024-12-15,53016446-ff8,AUD,492.69,20.17,2.41,8.27,263.27,40.61,26.37,64c5a1bd-e,New,5,PayPal,Returned,In Transit,,Expedited,"456 Oak St, CA","654 Birch Ln, WA",Amazon Logistics-8fab1715-c0c,Gaming Mouse,Best Wishes!,John,,c2ba20cb-b71e-4
Walmart,543a164e,2025-03-06,76c1f054-b33,CAD,426.61,6.38,19.67,19.07,320.06,266.87,49.15,9cf4751a-b,Refurbished,4,PayPal,Pending,Delivered,2025-03-08,Same-Day,"456 Oak St, CA","789 Pine Ave, TX",USPS-08d3525a-7bf,Mechanical Keyboard,Happy Birthday!,Emma,jane@example.com,ecd0f00c-075a-4
Amazon,9a029a31,2024-04-10,c1be58d7-6bd,USD,148.72,4.56,10.98,19.82,599.2,175.98,34.64,1a9f0940-2,Used - Good,2,Bank Transfer,Returned,In Transit,2024-04-12,Standard,"123 Main St, NY","654 Birch Ln, WA",UPS-5b1adef6-4fc,Mechanical Keyboard,Happy Birthday!,Emma,mark@example.com,f9beda64-747e-4
Target,474b415f,2022-07-18,fa530fa9-4fc,USD,200.67,15.54,17.69,17.61,229.75,493.65,44.77,5dac87ef-f,Refurbished,1,Bank Transfer,Cancelled,In Transit,,Same-Day,"456 Oak St, CA","456 Oak St, CA",DHL-3eccfc6d-29b,USB-C Charger,,David,anna@example.com,6ed9e7bf-dff2-4
Amazon,a31e0628,2024-11-06,60f3a888-5b5,CAD,439.77,27.65,6.12,2.45,138.05,19.81,38.31,a84d2001-b,New,2,Bank Transfer,Delivered,Pending,2024-11-08,Same-Day,"789 Pine Ave, TX","123 Main St, NY",USPS-c25199d7-9b0,Mechanical Keyboard,Happy Birthday!,John,,e18fe557-65b4-4
BestBuy,42bfa46a,2023-02-17,73563661-c58,CAD,431.51,22.1,15.31,23.73,390.29,309.93,16.5,5819354b-4,New,1,Credit Card,Cancelled,Pending,2023-02-24,Expedited,"123 Main St, NY","456 Oak St, CA",FedEx-080ce7a9-b56,Wireless Headphones,,Sarah,anna@example.com,4bbd1e1e-58da-4
Walmart,0ba05352,2023-05-08,5b2ac52c-245,GBP,87.32,39.57,10.97,3.35,571.93,91.38,17.41,01e7441b-8,Refurbished,4,Bank Transfer,Pending,Delivered,2023-05-10,Standard,"654 Birch Ln, WA","789 Pine Ave, TX",USPS-a00f5a80-5dc,Wireless Headphones,Enjoy your gift!,Michael,jane@example.com,17acb4db-ec40-4
Amazon,ec423ea8,2024-10-24,d852cc64-aef,GBP,476.25,33.25,2.33,11.65,539.36,55.17,9.45,cc97b21b-4,Used - Like New,3,Bank Transfer,Shipped,Out for Delivery,2024-10-30,Two-Day,"123 Main St, NY","654 Birch Ln, WA",DHL-7a5fe159-a5f,USB-C Charger,Enjoy your gift!,David,jane@example.com,f123037e-5f51-4
eBay,3fac4531,2024-08-05,4a3fd1f7-812,GBP,467.45,7.03,4.76,13.67,106.71,235.94,29.48,31b1145e-e,New,1,Credit Card,Cancelled,Delivered,2024-08-10,Standard,"456 Oak St, CA","654 Birch Ln, WA",FedEx-a4ffce96-ca9,Smartphone Case,Best Wishes!,Michael,anna@example.com,5a29c9e1-3784-4
eBay,e5ee27e0,2023-05-10,e7460f69-dea,GBP,102.05,28.1,8.27,17.38,568.63,278.63,29.15,0e4ad6f1-6,Used - Like New,4,Bank Transfer,Pending,Delivered,2023-05-15,Standard,"123 Main St, NY","123 Main St, NY",USPS-011516e1-a2b,Gaming Mouse,Best Wishes!,,mark@example.com,863bdf34-04d3-4
Target,3c0ae199,2023-01-24,6dc860c4-af1,CAD,329.28,41.23,0.33,20.11,575.96,408.69,3.35,7ad6cea9-7,Refurbished,4,PayPal,Shipped,Out for Delivery,2023-01-28,Standard,"456 Oak St, CA","456 Oak St, CA",USPS-68c68879-e94,Smartphone Case,Happy Birthday!,Emma,anna@example.com,fcf1d665-15c1-4
Target,db8951a2,2024-11-10,a3d6b723-ecf,EUR,183.54,4.2,19.78,25.78,113.47,383.43,10.25,5f97cabc-1,Used - Good,1,Credit Card,Shipped,Out for Delivery,2024-11-13,Expedited,"789 Pine Ave, TX","654 Birch Ln, WA",UPS-b030786a-578,Mechanical Keyboard,Best Wishes!,David,anna@example.com,c62e8956-3aaf-4
Amazon,fa2a65a6,2025-01-15,f9059bbd-29e,AUD,159.97,1.89,18.65,27.25,580.81,452.87,38.56,200329a3-7,Used - Like New,3,Bank Transfer,Cancelled,Delivered,2025-01-21,Expedited,"321 Maple Rd, FL","654 Birch Ln, WA",USPS-17a1b008-5c0,Gaming Mouse,Enjoy your gift!,John,,b1eac3de-8f79-4
Amazon,e45c5d34,2024-04-09,0023239c-fd3,GBP,136.31,27.31,19.24,16.43,38.22,66.72,10.32,aa2afba8-e,Refurbished,4,Credit Card,Delivered,Delivered,,Expedited,"789 Pine Ave, TX","321 Maple Rd, FL",Amazon Logistics-15bc1143-94c,USB-C Charger,Congratulations!,Sarah,mark@example.com,35f5eada-d881-4
Amazon,50527cbb,2024-09-19,a045329c-384,AUD,6.08,22.9,16.33,23.64,537.88,288.79,37.63,b7fe60ee-4,Used - Good,5,Bank Transfer,Delivered,Delivered,2024-09-27,Expedited,"456 Oak St, CA","123 Main St, NY",UPS-812a6774-416,Gaming Mouse,Happy Birthday!,Michael,,fc8a225f-4f87-4
BestBuy,b86764ce,2024-11-07,dae76f42-8a9,AUD,414.51,25.06,9.36,23.07,482.61,350.23,14.24,afb579c3-8,New,2,Credit Card,Shipped,Pending,2024-11-17,Expedited,"321 Maple Rd, FL","654 Birch Ln, WA",Amazon Logistics-13616540-b81,Smartphone Case,Congratulations!,John,anna@example.com,23d7a3d1-181e-4
Walmart,72b40446,2022-11-07,2379c150-217,USD,474.82,8.32,14.52,15.3,205.23,310.02,32.82,d2c315e4-0,New,1,Credit Card,Delivered,In Transit,2022-11-16,Two-Day,"123 Main St, NY","123 Main St, NY",DHL-6973f628-7d1,Wireless Headphones,Enjoy your gift!,John,jane@example.com,cbaeba22-3048-4
BestBuy,f2dfe8b4,2023-10-20,b07b5a14-6a1,AUD,179.74,31.57,19.48,25.03,230.86,364.96,37.6,a252de7c-f,Refurbished,5,Gift Card,Delivered,Delivered,,Expedited,"654 Birch Ln, WA","654 Birch Ln, WA",USPS-846726ae-bbd,Wireless Headphones,Best Wishes!,David,,d3e1f186-3b65-4
Walmart,2deddd75,2023-03-26,10b6efcd-6dd,USD,13.16,2.02,19.38,22.12,222.23,222.5,17.46,851ebf08-8,Used - Good,1,Gift Card,Shipped,In Transit,2023-03-30,Same-Day,"654 Birch Ln, WA","456 Oak St, CA",DHL-d85cc80c-f2f,Smartphone Case,,John,jane@example.com,9dfe849b-aa21-4
BestBuy,9b1038aa,2022-07-13,48cf12bd-649,EUR,302.71,46.4,18.25,4.45,251.75,314.52,7.9,91aff509-f,Used - Good,1,Gift Card,Cancelled,Delivered,,Standard,"123 Main St, NY","789 Pine Ave, TX",USPS-9d383b5b-866,Smartphone Case,Best Wishes!,John,anna@example.com,91391f3b-154a-4
Amazon,b1c028cf,2024-04-03,8019d687-dfb,GBP,326.05,43.46,3.38,23.92,493.72,332.46,40.8,334d77ec-8,Refurbished,1,Bank Transfer,Returned,In Transit,2024-04-11,Expedited,"321 Maple Rd, FL","321 Maple Rd, FL",UPS-c3c4ca14-860,Smartphone Case,Congratulations!,Emma,jane@example.com,4db3d588-13f8-4
Walmart,29980113,2023-05-15,fae976ca-395,USD,157.61,4.33,5.28,12.95,249.78,141.93,23.46,9f71a563-5,Refurbished,1,Bank Transfer,Delivered,Out for Delivery,2023-05-21,Two-Day,"789 Pine Ave, TX","123 Main St, NY",UPS-986eb496-1a1,Gaming Mouse,Best Wishes!,Emma,,3a443316-c096-4
BestBuy,3a697bb8,2024-11-20,1656e28f-05f,USD,415.39,30.32,10.78,9.09,572.64,225.6,21.34,2e086083-4,Refurbished,5,Gift Card,Shipped,In Transit,2024-11-21,Standard,"123 Main St, NY","123 Main St, NY",Amazon Logistics-e4d7927b-87a,Smartphone Case,Enjoy your gift!,Sarah,mark@example.com,4ee63f12-fd22-4
Target,f007c721,2023-08-08,1fe935dd-336,GBP,78.89,40.73,13.03,19.09,503.18,315.09,8.05,9e94314d-d,Used - Good,2,PayPal,Returned,Out for Delivery,2023-08-16,Standard,"654 Birch Ln, WA","123 Main St, NY",FedEx-d161941b-9d1,USB-C Charger,Happy Birthday!,Emma,,53b4ab48-e61e-4
Walmart,c75e408e,2023-08-20,ebd93b50-697,GBP,99.31,5.67,12.91,8.33,177.03,373.74,25.95,68a1f034-2,New,3,Credit Card,Delivered,Delivered,,Same-Day,"456 Oak St, CA","654 Birch Ln, WA",UPS-004b7213-e33,Smartphone Case,Best Wishes!,David,anna@example.com,0e446954-544b-4
Amazon,10202146,2025-02-22,8752a96d-737,GBP,112.76,5.09,3.87,17.7,65.63,26.77,2.8,3922d320-e,Used - Like New,4,Bank Transfer,Pending,In Transit,2025-02-26,Same-Day,"456 Oak St, CA","789 Pine Ave, TX",Amazon Logistics-c8de2da9-ca6,Smartphone Case,Best Wishes!,David,jane@example.com,d21ff48b-ca33-4
BestBuy,500d7b65,2023-10-21,79d47030-fc2,EUR,375.93,45.13,15.35,5.76,244.84,23.31,45.71,0346f81a-3,Used - Like New,5,PayPal,Returned,Out for Delivery,,Two-Day,"123 Main St, NY","456 Oak St, CA",DHL-b8816b16-960,Mechanical Keyboard,,David,jane@example.com,929331c6-4e91-4
eBay,937e4c7a,2023-03-03,9dbd525b-139,EUR,354.62,22.02,19.63,15.84,520.46,158.71,48.23,4773b6a8-3,New,3,PayPal,Returned,Pending,2023-03-12,Standard,"456 Oak St, CA","654 Birch Ln, WA",DHL-c6386c94-991,Smartphone Case,,Michael,mark@example.com,e7eb8574-eae0-4
Target,a197a1d4,2023-07-28,26cd5970-1c5,CAD,77.31,43.5,6.49,2.66,316.6,116.39,6.46,1e632c22-2,Used - Like New,5,Credit Card,Pending,Delivered,2023-08-06,Two-Day,"456 Oak St, CA","654 Birch Ln, WA",UPS-bfcaf42b-077,USB-C Charger,,David,jane@example.com,981d27df-7ad9-4
Walmart,f51909ee,2024-09-27,e14e8f7b-927,GBP,264.69,13.33,15.81,21.27,582.81,411.32,46.05,bc964830-3,Refurbished,3,PayPal,Pending,Pending,2024-10-05,Two-Day,"321 Maple Rd, FL","789 Pine Ave, TX",USPS-47d18d85-5db,USB-C Charger,Happy Birthday!,Michael,mark@example.com,54dd40c0-99c2-4
eBay,80850b74,2024-01-02,2907b116-0a7,AUD,96.1,46.81,8.97,4.85,367.55,41.25,39.07,2285c70c-9,Used - Like New,5,Credit Card,Returned,In Transit,2024-01-07,Standard,"123 Main St, NY","321 Maple Rd, FL",Amazon Logistics-a78caefb-bf2,Smartphone Case,Enjoy your gift!,David,anna@example.com,42793cba-70be-4
Target,6d0bf37e,2022-06-02,bc8b07c8-090,AUD,239.89,25.34,11.16,8.45,75.52,88.13,7.67,a79232b3-4,Used - Like New,2,Gift Card,Cancelled,Delivered,2022-06-05,Standard,"789 Pine Ave, TX","321 Maple Rd, FL",DHL-6b057b36-1f3,Mechanical Keyboard,Congratulations!,Michael,jane@example.com,dfbc4387-0da2-4
Walmart,aff85798,2024-01-07,423ce3da-f4c,GBP,143.8,21.08,3.78,25.64,317.31,251.85,10.55,1450cf5d-3,Used - Good,2,Gift Card,Cancelled,Out for Delivery,2024-01-11,Expedited,"789 Pine Ave, TX","321 Maple Rd, FL",FedEx-d28ee2b2-2f5,Wireless Headphones,Congratulations!,David,jane@example.com,05845e23-8c27-4
eBay,5921a207,2023-11-05,12443253-8c9,GBP,295.57,20.77,1.57,5.49,353.98,59.19,20.75,63373fec-9,Refurbished,5,Gift Card,Cancelled,Pending,2023-11-07,Same-Day,"123 Main St, NY","321 Maple Rd, FL",DHL-df3ef24f-254,Smartphone Case,Happy Birthday!,,anna@example.com,179349bb-6c4e-4
Target,aa3728c3,2024-12-04,0f905781-777,AUD,182.45,46.31,8.43,27.31,487.01,111.31,18.26,8c5b091c-d,Used - Good,4,Gift Card,Shipped,Out for Delivery,2024-12-09,Same-Day,"789 Pine Ave, TX","654 Birch Ln, WA",USPS-fc16f000-a53,USB-C Charger,,Michael,jane@example.com,53091ac7-f049-4
Walmart,bbfda577,2024-03-01,87c3d6e9-2f3,GBP,166.16,22.37,5.51,3.52,213.35,220.38,49.95,7dc99f27-4,New,4,Gift Card,Returned,Delivered,,Standard,"654 Birch Ln, WA","321 Maple Rd, FL",UPS-2a694b57-8cb,USB-C Charger,Best Wishes!,,mark@example.com,e2902a87-9149-4
Walmart,260db0b4,2024-04-29,29cb0007-33b,EUR,477.93,16.54,14.39,19.66,560.62,381.71,46.83,a0eefaf5-7,Refurbished,1,PayPal,Delivered,In Transit,2024-05-05,Same-Day,"123 Main St, NY","123 Main St, NY",Amazon Logistics-6efa017c-673,Smartphone Case,Congratulations!,Emma,jane@example.com,800c4261-d4ef-4
Walmart,e1a0ae91,2025-02-13,71749723-931,EUR,138.06,9.53,2.69,23.75,494.73,270.55,26.46,99eb6c85-e,Used - Like New,5,PayPal,Shipped,Out for Delivery,2025-02-22,Standard,"123 Main St, NY","321 Maple Rd, FL",USPS-ce17a2fa-14f,Smartphone Case,,John,anna@example.com,b1c9b866-a2b2-4
eBay,d138e5be,2022-08-21,b79b4c53-704,GBP,321.28,39.53,0.53,29.57,590.56,153.55,26.47,0703873e-b,Used - Good,1,Gift Card,Returned,Delivered,2022-08-25,Same-Day,"789 Pine Ave, TX","789 Pine Ave, TX",UPS-42cb0e57-ea1,USB-C Charger,Best Wishes!,Michael,anna@example.com,c124fc35-7937-4
eBay,88650dfe,2024-11-08,79b76cf9-871,AUD,178.4,13.35,8.6,13.27,200.42,244.98,23.57,1f2c0a3b-1,New,3,PayPal,Cancelled,In Transit,2024-11-10,Expedited,"456 Oak St, CA","456 Oak St, CA",USPS-6988dde2-216,Mechanical Keyboard,Congratulations!,Michael,,59c96680-2a87-4
Target,fe60b47f,2023-08-07,9fc95ce0-81c,GBP,39.02,43.81,11.15,22.91,64.98,319.75,15.63,b84714d2-d,Used - Good,2,Credit Card,Cancelled,Delivered,,Expedited,"123 Main St, NY","123 Main St, NY",Amazon Logistics-c96c5642-473,USB-C Charger,Best Wishes!,Sarah,anna@example.com,1ac28a0c-1067-4
Amazon,53a35ce9,2022-11-30,ccc8e45b-403,CAD,97.23,44.18,16.16,17.57,488.4,200.4,5.86,c1cd8239-a,Used - Like New,1,Credit Card,Delivered,Delivered,2022-12-02,Expedited,"789 Pine Ave, TX","321 Maple Rd, FL",DHL-14ee113e-0cb,Mechanical Keyboard,Happy Birthday!,Emma,mark@example.com,5a073dbf-c47a-4
Amazon,561e6fb5,2025-03-04,c5df0c4e-ffe,USD,76.38,41.48,2.49,10.3,172.28,452.29,17.52,afdfb3fa-8,Used - Good,5,PayPal,Pending,Out for Delivery,2025-03-06,Same-Day,"456 Oak St, CA","123 Main St, NY",USPS-a5d1d416-7c4,Gaming Mouse,Happy Birthday!,David,mark@example.com,6d4514fd-fdf7-4
BestBuy,f7097624,2022-05-18,8796e76f-4e0,AUD,60.22,10.91,16.79,6.09,40.46,182.58,29.68,c95d7531-3,New,3,Gift Card,Returned,Delivered,2022-05-26,Two-Day,"456 Oak St, CA","123 Main St, NY",UPS-bc5faee6-f9b,Wireless Headphones,Congratulations!,David,jane@example.com,2710a51a-cfd9-4
Amazon,52e39ad2,2024-10-09,4d690a37-753,AUD,256.17,34.3,13.41,22.85,550.88,431.25,35.94,98e1bbe1-b,New,4,Credit Card,Cancelled,In Transit,2024-10-19,Standard,"123 Main St, NY","654 Birch Ln, WA",DHL-2eb4ef4d-376,Mechanical Keyboard,Happy Birthday!,,anna@example.com,b7415c45-7fe1-4
eBay,a7ec5e25,2023-01-01,5e8dd51b-a57,USD,308.82,46.65,6.01,22.87,582.47,122.04,2.08,84acd4df-4,Refurbished,4,Bank Transfer,Returned,In Transit,2023-01-04,Two-Day,"789 Pine Ave, TX","456 Oak St, CA",Amazon Logistics-dec78430-969,Wireless Headphones,Best Wishes!,David,,75e108bc-cec5-4
Target,ba4f055f,2024-12-15,3e6fc490-ef8,CAD,119.71,8.15,11.91,0.21,438.57,285.84,41.71,a4bd0bcf-e,New,5,Credit Card,Delivered,Out for Delivery,2024-12-21,Expedited,"456 Oak St, CA","321 Maple Rd, FL",DHL-430ae191-aff,Smartphone Case,,,mark@example.com,2ecbd163-e6bc-4
eBay,f4ff26da,2023-03-22,072b0475-ac4,AUD,19.16,27.31,5.7,1.84,323.01,431.32,48.65,36adb0a2-2,Refurbished,4,PayPal,Delivered,In Transit,2023-04-01,Two-Day,"789 Pine Ave, TX","321 Maple Rd, FL",FedEx-e8ae9f5b-c73,Wireless Headphones,Congratulations!,John,,1fa2ed29-c7bc-4
BestBuy,1e490908,2023-04-06,479b1eb2-259,USD,97.8,17.52,5.45,18.9,505.86,422.65,25.81,5cb24c18-9,New,4,Credit Card,Cancelled,Delivered,2023-04-11,Standard,"789 Pine Ave, TX","123 Main St, NY",UPS-af7b27a6-3a3,Gaming Mouse,,John,,cc56ee73-bf06-4
Target,35d4e46f,2023-08-30,d386fc01-14f,CAD,397.4,27.15,12.7,3.6,350.46,49.18,44.99,37b7f091-5,Refurbished,4,PayPal,Shipped,Out for Delivery,2023-09-07,Standard,"123 Main St, NY","123 Main St, NY",USPS-4d5a5bc2-56e,Smartphone Case,Happy Birthday!,Sarah,jane@example.com,bf26efc0-fd8f-4
Target,7b572032,2022-10-05,80078d24-461,GBP,10.24,10.16,13.48,4.88,445.06,192.82,19.71,074cc866-4,Used - Like New,5,Credit Card,Delivered,Out for Delivery,2022-10-14,Expedited,"321 Maple Rd, FL","321 Maple Rd, FL",USPS-832d1f12-5cb,Mechanical Keyboard,Best Wishes!,John,anna@example.com,f3f86a3a-0bf2-4
BestBuy,95ca8656,2025-02-07,46dbdf9f-1d3,GBP,240.59,32.55,16.88,25.54,100.26,388.78,21.96,2db9574a-0,Refurbished,5,PayPal,Returned,Pending,2025-02-16,Standard,"654 Birch Ln, WA","654 Birch Ln, WA",USPS-3887f8b7-f8f,USB-C Charger,,David,anna@example.com,2b962cc6-78e2-4
eBay,1c692a39,2024-09-27,657663a6-199,CAD,128.45,39.82,15.69,27.97,254.46,208.98,47.74,bb1e6e25-1,Used - Good,2,Bank Transfer,Cancelled,Delivered,2024-09-28,Two-Day,"123 Main St, NY","654 Birch Ln, WA",Amazon Logistics-d17e54e3-8c7,Smartphone Case,Best Wishes!,Michael,,ee05533d-9b9c-4
eBay,cc893d84,2024-05-06,25b8c0f5-cc6,CAD,350.68,22.85,9.2,29.67,544.05,457.46,25.69,9c32581b-1,Refurbished,1,Bank Transfer,Shipped,In Transit,2024-05-11,Standard,"123 Main St, NY","789 Pine Ave, TX",DHL-d5db732f-a66,Mechanical Keyboard,Happy Birthday!,,,f9c5dba4-f792-4
eBay,6a01b146,2024-10-29,f3ce2366-366,GBP,157.62,39.31,3.03,5.79,19.49,488.81,47.47,64b8bbd5-c,Used - Like New,3,Bank Transfer,Pending,In Transit,2024-11-04,Standard,"654 Birch Ln, WA","321 Maple Rd, FL",FedEx-317bd443-e9c,Gaming Mouse,Best Wishes!,David,jane@example.com,1030cb7f-55ed-4
Walmart,0fae2d79,2024-10-06,1b2a88f2-73c,GBP,234.39,7.26,16.14,7.89,548.68,85.46,31.01,7dcf0479-f,Refurbished,2,PayPal,Delivered,Out for Delivery,2024-10-07,Expedited,"654 Birch Ln, WA","789 Pine Ave, TX",UPS-f1789a91-476,Gaming Mouse,,Michael,anna@example.com,dd175f88-f019-4
Amazon,f408ad0c,2022-10-28,8b6b5504-225,AUD,407.44,33.72,6.0,18.45,441.43,54.86,10.84,6ecf229f-f,Refurbished,1,PayPal,Returned,Out for Delivery,2022-10-29,Same-Day,"456 Oak St, CA","654 Birch Ln, WA",FedEx-9e0282ee-7e8,Wireless Headphones,Congratulations!,Michael,mark@example.com,acc648bf-dbb6-4
Target,56eb9c99,2022-08-16,cf0c1439-55b,GBP,71.63,17.76,2.24,16.85,240.73,391.87,29.78,0ad1613a-c,Used - Good,1,Bank Transfer,Cancelled,Out for Delivery,,Same-Day,"321 Maple Rd, FL","123 Main St, NY",USPS-47eb314e-a84,USB-C Charger,Happy Birthday!,Emma,jane@example.com,2f5c3e4a-3d9c-4
BestBuy,ee65f63f,2024-10-04,65bb4cb5-b37,CAD,180.7,48.03,13.01,4.97,188.8,165.2,11.0,fd3983d6-2,New,2,Gift Card,Shipped,Delivered,,Two-Day,"654 Birch Ln, WA","456 Oak St, CA",USPS-dc5d5f99-fb9,Mechanical Keyboard,Congratulations!,Michael,jane@example.com,07f31e53-6351-4
eBay,74d5fa6b,2022-10-21,feb61b57-cbf,CAD,79.73,28.07,13.05,19.53,84.74,383.99,48.98,bd143d73-0,New,4,Bank Transfer,Delivered,In Transit,2022-10-26,Standard,"789 Pine Ave, TX","654 Birch Ln, WA",USPS-bbe5edbd-5b4,Smartphone Case,Congratulations!,John,jane@example.com,b1ab0846-e94d-4
eBay,5a968c19,2024-02-23,ae8e9dd9-80e,AUD,297.46,43.99,17.91,28.22,421.21,406.02,38.8,099dd9e0-2,Refurbished,5,Credit Card,Returned,In Transit,2024-02-25,Expedited,"123 Main St, NY","654 Birch Ln, WA",DHL-f8bd7cb8-944,Wireless Headphones,,Emma,anna@example.com,22d58b84-610c-4
Amazon,7cdd3ead,2023-11-06,8bbd4932-740,EUR,476.51,9.13,17.84,23.79,240.65,446.45,19.1,13238690-9,Used - Good,4,Gift Card,Shipped,Delivered,2023-11-12,Standard,"456 Oak St, CA","789 Pine Ave, TX",Amazon Logistics-8140a76c-1b0,Gaming Mouse,Congratulations!,Sarah,jane@example.com,c7c6603a-28c1-4
eBay,b7701e7c,2024-09-21,7dc74497-2d8,USD,492.49,4.48,19.16,0.8,234.26,344.87,37.76,581e6350-4,Used - Good,5,Credit Card,Shipped,Out for Delivery,2024-09-26,Expedited,"321 Maple Rd, FL","654 Birch Ln, WA",Amazon Logistics-c9226439-2c4,Wireless Headphones,Congratulations!,Michael,anna@example.com,5ca2e305-73e4-4
BestBuy,b4ab607b,2022-09-20,0b1cb3ae-052,CAD,256.29,17.14,11.72,9.87,144.08,42.31,27.28,34d63912-7,New,1,Gift Card,Cancelled,Delivered,2022-09-24,Same-Day,"321 Maple Rd, FL","123 Main St, NY",FedEx-1acb33e1-c9f,USB-C Charger,Enjoy your gift!,Michael,jane@example.com,c35b2ca4-31c0-4
Amazon,38284d89,2022-04-09,f30179f4-2dc,CAD,445.29,3.04,8.11,29.29,256.62,55.29,4.05,de0a8564-e,New,3,Bank Transfer,Pending,Pending,2022-04-16,Standard,"321 Maple Rd, FL","789 Pine Ave, TX",USPS-9fcb401d-c29,USB-C Charger,Congratulations!,,anna@example.com,dbe36105-14c9-4
Amazon,3250aa97,2023-10-12,8368c242-cab,GBP,463.9,36.53,5.1,17.55,388.81,168.24,12.74,3cd7a19f-f,New,3,PayPal,Pending,Pending,2023-10-16,Standard,"654 Birch Ln, WA","654 Birch Ln, WA",FedEx-7c68389c-be7,Wireless Headphones,Best Wishes!,David,jane@example.com,eee337f1-6198-4
eBay,9fb66be1,2023-12-12,a49a6418-7d5,AUD,224.6,44.43,12.84,1.85,191.58,253.91,11.9,c6a9f1cc-0,Used - Like New,5,Bank Transfer,Cancelled,Pending,2023-12-15,Expedited,"123 Main St, NY","654 Birch Ln, WA",DHL-9ea8f9ca-b53,Wireless Headphones,Happy Birthday!,John,,71a6b754-56f4-4
Walmart,56ae4d50,2022-08-13,3a54701c-32c,GBP,244.82,36.41,0.1,0.56,43.04,107.2,25.89,cf84e08c-9,New,4,PayPal,Delivered,Delivered,2022-08-14,Expedited,"456 Oak St, CA","456 Oak St, CA",UPS-ab8d566c-cef,Gaming Mouse,Congratulations!,John,mark@example.com,ca946e0f-bd08-4
eBay,69130a87,2022-12-29,b13778eb-870,CAD,290.28,33.88,18.43,26.59,438.3,201.91,46.61,68fa2c3a-e,Used - Like New,3,Credit Card,Returned,Pending,2023-01-07,Expedited,"654 Birch Ln, WA","654 Birch Ln, WA",FedEx-34e179aa-a37,Gaming Mouse,Congratulations!,,jane@example.com,a7b54608-a0b0-4
BestBuy,736360c5,2022-06-23,e87da6f0-2ed,EUR,34.88,40.42,16.07,11.38,527.42,28.51,11.36,fbf8fd05-0,Refurbished,3,PayPal,Delivered,Delivered,2022-06-26,Standard,"654 Birch Ln, WA","456 Oak St, CA",Amazon Logistics-0db245b0-bf9,Mechanical Keyboard,Enjoy your gift!,John,anna@example.com,61c1952d-ebbb-4
Target,c8118f64,2023-04-20,9cf2bbd3-1dc,CAD,381.1,43.3,10.19,9.33,352.72,317.51,35.35,7bd316b8-4,New,1,Credit Card,Cancelled,Out for Delivery,2023-04-21,Standard,"789 Pine Ave, TX","456 Oak St, CA",USPS-f4a9d091-677,Gaming Mouse,,Sarah,,7476a007-d0be-4
Walmart,774fdc20,2022-08-29,5fae946e-a95,AUD,81.05,36.48,6.67,17.74,424.26,149.81,5.97,81520942-5,Used - Like New,4,Gift Card,Returned,Delivered,2022-09-08,Two-Day,"123 Main St, NY","321 Maple Rd, FL",USPS-9b4ee3f1-64e,Mechanical Keyboard,Enjoy your gift!,Emma,mark@example.com,a6bd6e85-6876-4
Target,11a5707b,2024-12-01,aad2ec9c-44d,EUR,376.0,45.32,3.43,23.34,318.71,172.1,5.37,8d10e181-2,Used - Good,3,Gift Card,Pending,Delivered,,Expedited,"654 Birch Ln, WA","456 Oak St, CA",DHL-9ed6608e-859,Smartphone Case,,Emma,mark@example.com,fd3db6f4-8542-4
Walmart,a63c50a1,2024-12-18,62397614-f5d,GBP,13.9,4.98,17.66,19.72,151.69,367.66,13.12,c545d78d-8,New,1,Credit Card,Cancelled,In Transit,,Expedited,"789 Pine Ave, TX","321 Maple Rd, FL",DHL-41cb4c56-b9e,Mechanical Keyboard,Congratulations!,John,anna@example.com,f21553a4-3c0e-4
BestBuy,975b5165,2022-11-17,da6b9097-dc2,EUR,10.11,36.37,14.6,17.24,63.87,217.24,7.16,29ac284e-f,Refurbished,2,Bank Transfer,Pending,In Transit,2022-11-21,Standard,"654 Birch Ln, WA","456 Oak St, CA",USPS-5e44c16c-691,Gaming Mouse,Happy Birthday!,,mark@example.com,83f7999b-aa32-4
